country_cd,timezone,robotid
IL,Asia/Jerusalem,GBRXHGBEFNFZAFSO
IL,Asia/Jerusalem,BL6AYWPG4NAHF82T
FR,Europe/Paris,FV1ZFLTNRI82OSBX
IL,Asia/Jerusalem,44E8TLD8W6DM08VQ
IL,Asia/Jerusalem,SLL1EDIBN6XYZTAY
CN,Asia/Shanghai,OA2HX48BWOGY4ZY8
IL,Asia/Jerusalem,RI9N36U6OJI23B4Z
IL,Asia/Jerusalem,JNAWEZAQ2366AF47
IL,Asia/Jerusalem,3TMKGP4C4IZ3KW84
ES,Europe/Madrid,R7G3F79TELGRVFVW
IL,Asia/Jerusalem,62KEOWRG0SDVBRVW
PL,Europe/Warsaw,BGYUA4GNLWTZRV7T
IL,Asia/Jerusalem,XQPRY069CV7WXWVV
IL,Asia/Jerusalem,P82PV8NHTTES980P
IL,Asia/Jerusalem,8LA2O3ZUMZDJFN9S
IL,Asia/Jerusalem,NEP6U6KM25JA838N
IL,Asia/Jerusalem,X2HGVO5V3GW3DPJH
IT,Europe/Rome,JRMIO2C8SXRWPEXQ
IL,Asia/Jerusalem,KDXXMSR9HBG30TE6
IL,Asia/Jerusalem,A9SECNDPOTLA6WZV
CN,Asia/Shanghai,5QF8EIAAKQK3WI3T
IL,Asia/Jerusalem,4X0O453EI20TGPQL
CN,Asia/Shanghai,CO4O0F9YLQZMRTUJ
IL,Asia/Jerusalem,1QNVLAS3IUTSOG47
IL,Asia/Jerusalem,T69IEP5REZLVSF0R
JP,Asia/Tokyo,0M9DGU1Q2WLJ4AJT
CN,Asia/Shanghai,W3FVBXEEZHDSUSZ7
IL,Asia/Jerusalem,4HSCRNQA75I8OA9Z
FR,Europe/Paris,ZUUUPLQO3AI27L2B
IL,Asia/Jerusalem,8GCH5QT1LOE21Q74
IL,Asia/Jerusalem,HC8I8NVVUFY87981
IL,Asia/Jerusalem,OMNGVL491X5URZ41
IL,Asia/Jerusalem,K64339MKWHN0RM6C
AT,Europe/Vienna,RUB0DK80XL15FQOM
IL,Asia/Jerusalem,1703V2W6ERE0RSNS
IL,Asia/Jerusalem,E7RWEFD0AP7HG05V
IL,Asia/Jerusalem,B3HNF47I8XFNIE65
IL,Asia/Jerusalem,MXCBT3G9GEKOL5GA
IL,Asia/Jerusalem,1PG21BZNPYI4WAED
IL,Asia/Jerusalem,V3XI20RN3X7BTQ9K
AT,Europe/Vienna,MYEK7H1O6OX1L5PO
IL,Asia/Jerusalem,AA7R6I0KAN28CFUD
IL,Asia/Jerusalem,AMYZNL2KLUTAP3F7
MX,America/Mexico_City,5QP0SNBXOG2FYAVA
IL,Asia/Jerusalem,YNQ9XNMZDWDU09X0
IL,Asia/Jerusalem,F1CZKSH1ECRFP8X3
IL,Asia/Jerusalem,REHM3WWPJAYS0KQR
IL,Asia/Jerusalem,ZIA8USHQDHPWPKBX
IL,Asia/Jerusalem,FR5APHZQIF9VR0WW
IL,Asia/Jerusalem,3WC0UL4957L1S4EH
IL,Asia/Jerusalem,AAGIAEZX4G6V700Z
IL,Asia/Jerusalem,O2EHU9LHZI9H6ZKI
IL,Asia/Jerusalem,HPGYBRYIDIDQIQSC
CA,America/Toronto,ZIQD3R60CBN80P9X
IL,Asia/Jerusalem,LJPGSOY6Q4PAUAKZ
IL,Asia/Jerusalem,0RDNQ9Z4SLFCHBP4
TW,Asia/Taipei,9P9N8EW7R27A6B2Y
IL,Asia/Jerusalem,Y2FTKOVURDWL60BK
DE,Europe/Berlin,80RT2PJG7XOZXS4E
IL,Asia/Jerusalem,U20Z3GO7GQIZXC1Z
IL,Asia/Jerusalem,6OK8SVB22OVKL7KJ
IL,Asia/Jerusalem,ZDV536Q39G58EA5K
IL,Asia/Jerusalem,ICLAMIBIT6BNPI1G
IL,Asia/Jerusalem,S6S9VF2NU8MBBCEQ
FR,Europe/Paris,RDZU1N9TZZWR5GS8
TH,Asia/Bangkok,M5YXOQX769UAPFZB
IL,Asia/Jerusalem,8NS2S6L1AVN9J9EM
IL,Asia/Jerusalem,DG5JGA89L51FL25D
DE,Europe/Berlin,54UW0CHVQOEDPD6D
SK,Europe/Bratislava,7B0NA0Y37W4ST6CS
IL,Asia/Jerusalem,OFZPOHF7FFWTL69X
IL,Asia/Jerusalem,0SXPO0IMBJ2NIP2J
DE,Europe/Berlin,4HKHPM0DGJ75ZLPC
IL,Asia/Jerusalem,TXPY6OXPXDCHHYKH
JP,Asia/Tokyo,KIZOEB5459XX1HH8
IL,Asia/Jerusalem,2UIW3VHRPV84PQ52
IL,Asia/Jerusalem,394DQEY2BCKCP1PJ
IL,Asia/Jerusalem,MCPDI3PV8OIHFX5Q
TW,Asia/Taipei,Q1326JEKSEZK8QYD
IL,Asia/Jerusalem,XY8R4SCRO9VMU6AB
IL,Asia/Jerusalem,YU6BN92XFGDDHIV5
IL,Asia/Jerusalem,JKI53J39SWQ3ZCIV
IL,Asia/Jerusalem,ANEN24KW4L6OFCFO
FR,Europe/Paris,BC1H9JJ062GXBTJD
IL,Asia/Jerusalem,O26S8TO8NA2QXSRX
IL,Asia/Jerusalem,N8P3S6CO0Y3KMSMO
FR,Europe/Paris,8XDR9VKND7V564NQ
FR,Europe/Paris,A0QDVXP18X1XISWS
CN,Asia/Shanghai,3S458L6SLSRSLEB1
IL,Asia/Jerusalem,FNW9EHHSZGERSV90
TW,Asia/Taipei,IAXJZETJ09JY324W
TW,Asia/Taipei,MSIHY5QHNCP12Z7Z
IL,Asia/Jerusalem,R3LWQ7A4CPF1KX6R
IL,Asia/Jerusalem,VOU5ZKMM8IXNDVML
NO,Europe/Oslo,SS2HG6Q2K61CCZ65
IL,Asia/Jerusalem,07D12HEFZ7OYFFBV
SE,Europe/Stockholm,N0PF8FG7NDZ8G1HY
IL,Asia/Jerusalem,FKHCJNL2HHW6UUO2
IL,Asia/Jerusalem,06BP70NJQX6OJMTI
IL,Asia/Jerusalem,C3H6BS25D0HYHW5X
IL,Asia/Jerusalem,09672N337CV5D1MH
SK,Europe/Bratislava,4CXH7KV8ZTCWEAVZ
IL,Asia/Jerusalem,QFUCJRC4NWE7HAXJ
IL,Asia/Jerusalem,36JF33WDLUP9AQVO
US,America/New_York,UORG68ZYFFO2F9UO
IL,Asia/Jerusalem,XBUHPGAF2WKQSBCE
IL,Asia/Jerusalem,WPYLPRLBVOS6N1DY
IL,Asia/Jerusalem,SV40BYDHWRSZLZ9W
IL,Asia/Jerusalem,2T03ZWXAGUIBLON2
IL,Asia/Jerusalem,CUZN4T2B0M9GWD2V
IL,Asia/Jerusalem,E0MINDM60SQYKEPB
IL,Asia/Jerusalem,C3TR0RFLYIV8TCMP
CN,Asia/Shanghai,1VHHBMAXATBVE72M
JP,Asia/Tokyo,M7QFO85HIC9L8FB8
JP,Asia/Tokyo,TPVF8R7OQTFH6C7E
IL,Asia/Jerusalem,P9LHP1EBXMQ5RSTQ
IL,Asia/Jerusalem,KI64F2UAQH1CRHBD
IL,Asia/Jerusalem,IKPB7IT2IWVTY79V
CH,Europe/Zurich,HC8XIMV8YN1PAPXC
CA,America/Winnipeg,0W7ILQWED4NE1NTD
CN,Asia/Shanghai,JAELUGPX97S6T1ZT
IL,Asia/Jerusalem,2JSBBMWK6TR3D336
IL,Asia/Jerusalem,XMBCVVFIOS0D36XL
IL,Asia/Jerusalem,JAGWH4AKIDWUEEVM
IL,Asia/Jerusalem,L6V41BFDBDHSQRWG
IL,Asia/Jerusalem,E3FF0RQWIGK9V6G0
IL,Asia/Jerusalem,78VFVJ5QX3HCHXDC
IL,Asia/Jerusalem,14IJH1AIP13671VL
JP,Asia/Tokyo,808BHPB0AMU6JNGK
IL,Asia/Jerusalem,SRU3THTXQNELVJGM
IL,Asia/Jerusalem,OK3X2IGNN6YDF6RW
LV,Europe/Riga,S8FFN6SFBPKBOVWZ
IL,Asia/Jerusalem,WDF72AJWKQVG576S
BE,Europe/Brussels,TJQ5W4E159HZEJEK
IL,Asia/Jerusalem,IZ06F52P3NPIOXO8
PL,Europe/Warsaw,JQ5HO6TB9FLCL7RF
IL,Asia/Jerusalem,TX89EE6OBAYQ48SA
IL,Asia/Jerusalem,APIR8OAMLUXRCGO5
IL,Asia/Jerusalem,CPYDFF5K1MB13P8M
IL,Asia/Jerusalem,GRC0W44RG3IPQPV2
US,America/New_York,X4RALU5TGDA0VPL2
IL,Asia/Jerusalem,CRIRSJ6G79BIYQA2
FR,Europe/Paris,CB5CSIN33JXR9EHX
IL,Asia/Jerusalem,F64MB65WL8916VNF
AT,Europe/Vienna,UUYCEOKHOX1ZG4KO
BE,Europe/Brussels,66QMT9S00CGOMDU4
RU,Europe/Moscow,ZNXWI8VC77DG570A
IL,Asia/Jerusalem,6MMC5UBEZNSMKGDZ
DE,Europe/Berlin,M82ES02G5V342JZI
US,America/New_York,VZHB7468Y8K5UYRU
IL,Asia/Jerusalem,5J879RQDD6BMWDHZ
CA,America/Vancouver,82X459EE2H3E2NBP
JP,Asia/Tokyo,4IYSKTW7LBS7U1IA
CH,Europe/Zurich,S3CN97NQV0ZHCE9V
IL,Asia/Jerusalem,A5AV0MSJJA8JSM7R
IL,Asia/Jerusalem,X249C0SY1XXO7FHS
IL,Asia/Jerusalem,RRC70AXSOB2IWIUP
IL,Asia/Jerusalem,WOUWF6FHLI9HCBN2
IL,Asia/Jerusalem,CPJLV9DJ5245RW55
IL,Asia/Jerusalem,6E58EKD52892E1QV
IL,Asia/Jerusalem,0FJAXSVEKPKSK283
IL,Asia/Jerusalem,5578ZPY699BMDXMJ
FR,Europe/Paris,4LVBT6G1KP51GJYY
IL,Asia/Jerusalem,ZFZLG7M93MRI08EE
IT,Europe/Rome,D292CG4HJ00DSZ3N
IL,Asia/Jerusalem,T8GKGMMJSED2G9X5
IL,Asia/Jerusalem,R5672D9VP4PS7SGE
JP,Asia/Tokyo,DVEE04HOH9C5PZZO
IL,Asia/Jerusalem,PF0PWI9YUDCFOYJ2
IL,Asia/Jerusalem,245D35J3WRH2DS7T
JP,Asia/Tokyo,902X4ZMDHRX768RV
IL,Asia/Jerusalem,9BBTZU0LOS4OLUUT
IL,Asia/Jerusalem,HYI32DNZGNW7XEFI
IL,Asia/Jerusalem,EQF84IQNH9S182HJ
IL,Asia/Jerusalem,4RY07JNL7UU31FVP
AT,Europe/Vienna,L2BTRYXSG36A3QGN
IL,Asia/Jerusalem,1914B9YS4ZXAGS8V
IL,Asia/Jerusalem,DTPP62OII649Y6RC
BE,Europe/Brussels,GBFI93QLG4HQCC4D
IL,Asia/Jerusalem,UDDQ8G2LQC4PVWFQ
PL,Europe/Warsaw,Q366S1Y897ZR6FSR
IS,Atlantic/Reykjavik,I6NWTQ9U7F4OXJUQ
CN,Asia/Shanghai,T3YY1II2GISC3OV3
JP,Asia/Tokyo,CL3S1PRVPVCZTZCL
IL,Asia/Jerusalem,0A4B7M5YVNCVFYP4
CN,Asia/Shanghai,Z57A4NDF1HMDYYI5
CN,Asia/Shanghai,R3RJXHUEKASB4N99
IL,Asia/Jerusalem,4KSURKQS0XTH8SDL
DE,Europe/Berlin,JCRNIGJM7Q5V84X9
CN,Asia/Shanghai,O3LUJVEQXDGOUA62
IL,Asia/Jerusalem,YDFJ1BDUT1X19TPF
IL,Asia/Jerusalem,ZR4UQ4UZOOA7SAMD
IL,Asia/Jerusalem,UI46M4PNZJE8QEGD
IL,Asia/Jerusalem,5301Y3ZOW34UYOTN
IL,Asia/Jerusalem,A4X5ASB3I8AIJKIH
IL,Asia/Jerusalem,0T2WZ58RLQHY65BO
CN,Asia/Shanghai,OKK2KYZPX17C2U8D
NL,Europe/Amsterdam,6J8H7S5F4C4DJBB1
IL,Asia/Jerusalem,1HGEB727G5YVA4M0
IL,Asia/Jerusalem,8IAFG2F2AYML7M3I
RU,Europe/Moscow,LST452VQ7T8DA0P9
IL,Asia/Jerusalem,3DILDWKM0OG8WG62
IL,Asia/Jerusalem,ZSZFNDQF6GC8040V
IL,Asia/Jerusalem,V31ETCTQNDPPBZDR
DE,Europe/Berlin,1E8CHO1CST155QMI
IL,Asia/Jerusalem,X0KVMLW7BB6S6V9N
CN,Asia/Shanghai,RD8K14KDSFESB8AL
IL,Asia/Jerusalem,JNJ38NYZEE5STCHK
IL,Asia/Jerusalem,MZL5DTGA409VS5U2
BE,Europe/Brussels,BQWE4Q8QL6B4ARM5
IL,Asia/Jerusalem,WL5Z0GIRDCCZ4DCJ
US,America/New_York,RIIOVRBPB3XV1XDU
FR,Europe/Paris,4F0PZM89O0DG1LIO
AU,Australia/Melbourne,EVUH82DW5ECBZFJQ
JP,Asia/Tokyo,JAUDH01GA0MMEUYM
IL,Asia/Jerusalem,097VCKDYRT55YN75
IL,Asia/Jerusalem,FGAHRRFPIHIL0ASD
IL,Asia/Jerusalem,UIG3ZKYDDBPM7MXF
IL,Asia/Jerusalem,QBEQFPLVZS07CW9I
JP,Asia/Tokyo,I6W6QMWFOKL6KPRC
TW,Asia/Taipei,FA38ECSS3XQJDVBX
NL,Europe/Amsterdam,0BY7ASF5FX2XD5YC
FR,Europe/Paris,YVAHCJKXY7IAV6PP
IL,Asia/Jerusalem,4PGX33GDVOI68XLL
IL,Asia/Jerusalem,6M0911IYH0PFL2ZQ
IL,Asia/Jerusalem,H91P2XIV7980T0OQ
IL,Asia/Jerusalem,F3UEOPVDWOKFFCHF
IL,Asia/Jerusalem,OHYRGVCKCDOSMFX2
IL,Asia/Jerusalem,8ZMXSHF2FWMJA7HI
IL,Asia/Jerusalem,TZMWWS6B0CA1CWNI
IL,Asia/Jerusalem,B98VP98GSWFV2RL9
IL,Asia/Jerusalem,7HERAKSZ5UXNKHUY
FR,Europe/Paris,VBQ2R27RRDXYT7FA
IL,Asia/Jerusalem,74MJ0HQZGDIPZU0P
IL,Asia/Jerusalem,Q6DHOXOM8X1RPSXK
CN,Asia/Shanghai,95KDTVA16W5SABSA
JP,Asia/Tokyo,I44JTECXC5ORVPUM
IL,Asia/Jerusalem,X2J8AZBQWNXNOZOR
IL,Asia/Jerusalem,EG5EVPU4L22IFW4T
FR,Europe/Paris,SHPB7NKRZYD19RM1
IL,Asia/Jerusalem,PRPX5HOY0KM3UHW1
IL,Asia/Jerusalem,Z2M2TUY0Z9GBG1GM
IL,Asia/Jerusalem,MO7Z1XDAZ82VTMQK
IL,Asia/Jerusalem,C7PDGAVGT12YG98A
IL,Asia/Jerusalem,772U5NTA3W222PQU
IL,Asia/Jerusalem,33EW4UTEKRA8M8US
IL,Asia/Jerusalem,6GJU4QLBCJQ0OPTU
IL,Asia/Jerusalem,QASZD0J2416WHVNS
IL,Asia/Jerusalem,Q3A1L0CG46NIN1LR
IL,Asia/Jerusalem,AR8WI58BO2E7DUHH
IL,Asia/Jerusalem,Q66BRVN7K7XP80AE
IL,Asia/Jerusalem,639A10N2CVGIQ28V
IL,Asia/Jerusalem,I3H12UNS5KOFKB5A
ID,Asia/Jakarta,KRKK770MTT705WSO
IL,Asia/Jerusalem,6SK6N54ME6GH9BFJ
FR,Europe/Paris,7D1MK1HW3PQSRXVI
IL,Asia/Jerusalem,X7ZEF0TVU8EZX9D4
US,America/New_York,GO43BR44P5FQDCTO
CN,Asia/Shanghai,SFLKI6O3QJ3GSOHE
CA,America/Toronto,K8NL7KCUT4AYK4IC
IL,Asia/Jerusalem,94YQXGJBHARO6M62
IL,Asia/Jerusalem,LIG1NY1I1OPNCWW2
US,America/New_York,GD332PCTDTDC0AGU
IL,Asia/Jerusalem,JR0478S48KFWBYMH
IL,Asia/Jerusalem,0XGY08FYBFB0CZ17
AT,Europe/Vienna,BLK1ESCTVLWALHI2
IL,Asia/Jerusalem,HRNF8SMSHS98DMN2
IL,Asia/Jerusalem,CHSED2PSANJATP34
IL,Asia/Jerusalem,W0TIXA5M4DIAX9VD
DE,Europe/Berlin,G629258FS3L4ZIOD
JP,Asia/Tokyo,QJEDP1AWIBL6HNEI
IL,Asia/Jerusalem,12F8PP451J0CCKTL
IL,Asia/Jerusalem,EXL8A79C1K6ACFBQ
CN,Asia/Shanghai,J29UJT37KO2SVKEE
AT,Europe/Vienna,DXMUIS6Y32AOW76A
IL,Asia/Jerusalem,GELKINKVZULSMTMR
IL,Asia/Jerusalem,PXHHMEQY248QJ00W
IL,Asia/Jerusalem,7V9MRFZ80TMMH41B
FR,Europe/Paris,08C5SB3BNF2UVT5P
IL,Asia/Jerusalem,9XAW3TDRZD8GGQE8
IL,Asia/Jerusalem,NPNHTQKC5T14ZE87
CN,Asia/Shanghai,8K9T19QRQ3OWSH6J
IL,Asia/Jerusalem,HBWVPKCXWU64X1YK
IL,Asia/Jerusalem,SH861O1NRTI45LFU
IL,Asia/Jerusalem,HYWPV7JU6DA7HGC3
CN,Asia/Shanghai,QS884BDKHRPEQ9YV
IL,Asia/Jerusalem,ZMXULMWZ8JWVD13N
IL,Asia/Jerusalem,EZRSZ3LNF6109HP8
FR,Europe/Paris,0RB3LURDYHL4PJG2
IL,Asia/Jerusalem,ODB1555AW68OOJQ8
IL,Asia/Jerusalem,G1QK3SUIE22HFADD
IL,Asia/Jerusalem,YCPE4O1F65PFGSWY
IL,Asia/Jerusalem,39P3FA9T3A73AO26
IL,Asia/Jerusalem,O7RPVVME0OEGRDF0
JP,Asia/Tokyo,D2J06MCF5YLR2TYJ
FR,Europe/Paris,XHL7CN8ZPDS0U4OU
IL,Asia/Jerusalem,RWEE58IO0B3ISFD0
NL,Europe/Amsterdam,PXM36XY8N267WZIF
IL,Asia/Jerusalem,OZX4M6RNEUYJM8KT
SI,Europe/Ljubljana,ZWMJG6QH9NASTQ10
IL,Asia/Jerusalem,DSHGKA8HFZU0MCSR
RU,Europe/Moscow,ET0UD9VAJRZPXQQT
IL,Asia/Jerusalem,7OF1L3JQMMAJ2TEN
BE,Europe/Brussels,5GOQ2VSGAC3L3Z7A
IL,Asia/Jerusalem,UF5BXRTMBA924LF3
CN,Asia/Shanghai,WFN0BYF3WSHLZV4U
JP,Asia/Tokyo,ADCXQ0LVHC8TVKFV
IL,Asia/Jerusalem,QH2NSSN8ZM7VORLX
IL,Asia/Jerusalem,EXW7MCAS19JNA04M
IL,Asia/Jerusalem,7OM06J3YTYB787GL
IL,Asia/Jerusalem,BHNWSCHPI78V39OD
ES,Europe/Madrid,NA1PO8UE5GUMYWKZ
LU,Europe/Luxembourg,UFDWFR4GP6WTEX05
IL,Asia/Jerusalem,6P79G1CE2QYA2U9H
IL,Asia/Jerusalem,9NZWS36WV2546SLE
IL,Asia/Jerusalem,E7UXZGK1USCRKXKD
IL,Asia/Jerusalem,46VUFFY23ZYI0TZK
IL,Asia/Jerusalem,OXVK4AAVX4OUK0RH
IL,Asia/Jerusalem,HWHBZTX2M62JBTVI
IL,Asia/Jerusalem,WY5JAWQ1731182MO
BE,Europe/Brussels,10FPSBEXLKFY7NCU
IL,Asia/Jerusalem,K3SHJWE23TKJM12Y
IL,Asia/Jerusalem,5F5FIDAVGZWL6ASY
IL,Asia/Jerusalem,3ZDQ6RGFMLW3XJT3
IL,Asia/Jerusalem,PEORETMJSNQK56L6
AT,Europe/Vienna,KPJENKRVCFAV4GOB
CN,Asia/Shanghai,2TM6M0I7QWHB43EU
IL,Asia/Jerusalem,M5ZCX03SS8U7W6BT
CA,America/Toronto,ZD0IABQBJWSG57V3
PL,Europe/Warsaw,VVDQTMQWAFX3WJFO
IL,Asia/Jerusalem,TSJEMDRPXQUFXS29
IL,Asia/Jerusalem,VQKNU7THEGTUUXDF
FR,Europe/Paris,XNCK4TX9IH7UD50A
IL,Asia/Jerusalem,WXAUQ0144EU9QJTY
IL,Asia/Jerusalem,QAOK7FBOARGEK58Y
IL,Asia/Jerusalem,T4B0UARHU89XBOBO
IL,Asia/Jerusalem,O6TBJBDGQIVPUIYD
IL,Asia/Jerusalem,5NS4USL911KS1NQW
IL,Asia/Jerusalem,HQ8B0CI7LL7JQS7D
IL,Asia/Jerusalem,AEWTGMHK9WDGEFM8
IL,Asia/Jerusalem,0JDF33TAGAQK4NXN
CN,Asia/Shanghai,CKXXHY6IWV0DPLCI
DE,Europe/Berlin,GRNWS13CRVSM916M
IL,Asia/Jerusalem,EPYAS9GFVMD0E0S4
IL,Asia/Jerusalem,HFGTZN26WIXK90EJ
ES,Europe/Madrid,E70A45IZS5YS9WQ3
CN,Asia/Shanghai,MUV63SW52J56VZIC
CN,Asia/Shanghai,NKVTIZ4P1NT3FFIS
IL,Asia/Jerusalem,R4Q7GMUAN2O2564M
IL,Asia/Jerusalem,2E0PBR55PP6Q54TJ
IL,Asia/Jerusalem,P4BOIYM0X3WL10G5
IL,Asia/Jerusalem,AFTREPXDRA4KEL2B
IL,Asia/Jerusalem,J6YPX8R9W2QTTIQ7
FR,Europe/Paris,QWZR45VD6ZAC6CKU
PL,Europe/Warsaw,QJ741BM0F1XTNVGZ
FR,Europe/Paris,SCD4F2ZCBOCVKHNW
IL,Asia/Jerusalem,LPMH7KRP1H5DYFKH
IL,Asia/Jerusalem,NAT52JEMV0NU06YT
IL,Asia/Jerusalem,QOOWAG8A9BAVEA9V
IL,Asia/Jerusalem,JZZJT6P86EI03NRY
FR,Europe/Paris,THGR7TBK0RCNOYVZ
IL,Asia/Jerusalem,6289XRYOXQL4M89F
US,America/New_York,DB1A0BD2F45E3YZ7
IL,Asia/Jerusalem,E4Z0QZJ0Z5D8456N
IL,Asia/Jerusalem,QXONE6ZPAQKLREMJ
IL,Asia/Jerusalem,Y5BEYIXLMSK90GR3
IL,Asia/Jerusalem,1JAJTCYFZPO6T6CC
DK,Europe/Copenhagen,K2TUXG33SPZ8RIPR
AT,Europe/Vienna,04IVV8YIS5OSP9Z4
IL,Asia/Jerusalem,EYJDHV193V9TNBUR
IL,Asia/Jerusalem,2YPIOM42WVMIWS47
CN,Asia/Shanghai,EZ1MT0U0Z91EWWQ9
RU,Europe/Moscow,DIQAAMYC4FU2LWNH
IL,Asia/Jerusalem,TUJ1OT5C223KL4OJ
IL,Asia/Jerusalem,AZANBVVA466SULOQ
IL,Asia/Jerusalem,GJI8Z72FLMUFS01T
CZ,Europe/Prague,8WB92SFZJ9FH8IZ9
IL,Asia/Jerusalem,STRQOEVV4KR1SHDH
IL,Asia/Jerusalem,749DULJJX0EC6DJS
IL,Asia/Jerusalem,SYIXNY42SHWGB9EJ
IL,Asia/Jerusalem,9QCOT4EB0BYAC774
IL,Asia/Jerusalem,X3FRRK2TRRJZ4SNL
IL,Asia/Jerusalem,2CCT3NT8P5T0946B
IL,Asia/Jerusalem,396ZW2MSCQ44A8TH
IL,Asia/Jerusalem,L09WGM1DC333J1HZ
IL,Asia/Jerusalem,5IVX1CQB6GZ70WOX
IL,Asia/Jerusalem,MHA5V5U6COD20XC3
IL,Asia/Jerusalem,X6KYZ5N02VCXSWPL
IL,Asia/Jerusalem,BYXTXO1RDVAMRX4R
IL,Asia/Jerusalem,M9DCPOTI2T0D3KWQ
IL,Asia/Jerusalem,GSAEO8B3AHVFR6ZR
IL,Asia/Jerusalem,WITTFP6EAPHX8HXM
CN,Asia/Shanghai,5NFOO04HLTRRKOY3
IL,Asia/Jerusalem,PWDITD0F1OZ3S1TX
SK,Europe/Bratislava,S8FKPQJYPZ9FXNF5
IL,Asia/Jerusalem,I0KHQ7KMSXMS47F9
IL,Asia/Jerusalem,8HV1R0M9KRY7UIQN
IL,Asia/Jerusalem,X8OKHADHS52DG91C
AT,Europe/Vienna,KRGEP8S74B00RJ68
IL,Asia/Jerusalem,D70USI8XQTKJGUHJ
CN,Asia/Shanghai,3IBMDWO21DJ6TU83
IL,Asia/Jerusalem,XFKLM2HASCFR61P2
DE,Europe/Berlin,Q4ON5CFELFWHYA6P
FR,Europe/Paris,QR6IYG7DZOGD01K1
FR,Europe/Paris,R3FOM6LP6L52030S
IL,Asia/Jerusalem,PLI6QPM2LV9UNKFX
FR,Europe/Paris,VC040HAOL0Y8HJNT
BR,Asia/Jerusalem,32EFXUJBGUCZ5WF6
IL,Asia/Jerusalem,RWCIL5S79TB9CD45
FR,Europe/Paris,KE3H6JBIJND5ZOZL
RU,Europe/Moscow,D03L6IRI96KY14PP
IL,Asia/Jerusalem,S9TIX3BNVEORWPGX
MX,America/Merida,BBLOX1Z87WGPN7LB
IL,Asia/Jerusalem,TJ1QMCHZ1IUZHS3Z
IL,Asia/Jerusalem,IJUDF9QEFFLEXNKV
IL,Asia/Jerusalem,DDSJEFQQ8ALFMBHW
NO,Europe/Oslo,O85C93HKNQ4KQA3E
IL,Asia/Jerusalem,S20QXFQFOT2B0LTQ
JP,Asia/Tokyo,7QQJ4046VH052DLI
IL,Asia/Jerusalem,Z7IUXSAQN4TENL9O
CN,Asia/Shanghai,3L4W9R6KTA5W55CA
DE,Europe/Berlin,4GD9ATRWGKK6THXX
IL,Asia/Jerusalem,SJ15I7O4HUP7BBOO
TW,Asia/Taipei,KQECZF9GKJYEZ7PY
IL,Asia/Jerusalem,ZD0TG2AEC4WQ9CK6
CN,Asia/Shanghai,W667339U4V0KGXDG
IL,Asia/Jerusalem,JOW7N3CLPCY7DXP9
IL,Asia/Jerusalem,9F14WG0Y9D78TMA4
CA,America/Toronto,5O3H57FFK5W9GRYJ
IL,Asia/Jerusalem,J0F836OMC1AMLKL3
IL,Asia/Jerusalem,J5UI0D91V4ZG690Q
IL,Asia/Jerusalem,VLQASSE6IWHD3TTD
IT,Europe/Rome,VQ6KBB82IKUMNDGT
IL,Asia/Jerusalem,VZOW8MXI69A283BI
IL,Asia/Jerusalem,DKG02W6AX1ZQC66J
IL,Asia/Jerusalem,NIQWLFK45GY1BMB9
IL,Asia/Jerusalem,OW5KRZSZ8URLF6CD
IL,Asia/Jerusalem,8Q1G6EQSUXJ88RYP
BE,Europe/Brussels,NOWBDX7GO42IV14Z
IL,Asia/Jerusalem,9X7QS9ZPYH92XYLT
IL,Asia/Jerusalem,PNG4LE3GGMG5E7NM
CN,Asia/Shanghai,IW8BNQCA1IVDZ5PS
IL,Asia/Jerusalem,PYSQU1JIRQFH2SHX
NO,Europe/Oslo,Z3FFUFXQDWE0ND4Z
AU,Australia/Brisbane,E1YHUT2ET24YL2A2
PL,Europe/Warsaw,A57TO7TTEEPL4R2N
IL,Asia/Jerusalem,QOWAIWJ3ECVUE4UE
IL,Asia/Jerusalem,G7IRRQE6HEXHQ9ZI
IL,Asia/Jerusalem,JGDBVY0B647X5R82
IL,Asia/Jerusalem,VUNN7OLZGNBL9W9T
IL,Asia/Jerusalem,TUFOU42XE28S1DZG
IL,Asia/Jerusalem,MI6DSUO66KEQ7E1X
LV,Europe/Riga,PWJWHUH9LEN4BQQM
PL,Europe/Warsaw,4Y4CI7BGX5PTQVPW
IL,Asia/Jerusalem,9UDLVXM523SC9HN0
BR,Asia/Jerusalem,5NHNO6FNFR5GQ9TH
DK,Europe/Copenhagen,E8TFTPQOAB3OQZ6E
JP,Asia/Tokyo,1FUZYM6R7LZ3XIQG
IL,Asia/Jerusalem,839WMU3MH2U87TG0
IL,Asia/Jerusalem,QBUS6O04MC04VVMG
UY,America/Montevideo,X75ACRKQJZ4EHTDF
IL,Asia/Jerusalem,FE6DO2ZOG50Z6WFX
IL,Asia/Jerusalem,920P90QUP5KCRL62
IL,Asia/Jerusalem,2PZ7BOE0D3DZPAWA
IL,Asia/Jerusalem,0GDAYZLSNEG1GQY5
IL,Asia/Jerusalem,QIVNY2ZL2B3XN5FB
IL,Asia/Jerusalem,H1IT6ZZ2F55BWVIH
IL,Asia/Jerusalem,H9N8NEVFEMZASSEP
IL,Asia/Jerusalem,SX69FBHUKWKPEGTA
UA,Europe/Kiev,XQ4LBETO3N0DS8CD
IL,Asia/Jerusalem,TKE0HQC4S5XFI5R8
US,America/New_York,8ABW2XYFGIRHL7H2
US,America/New_York,O8M82BSTUMU4CSYH
